Código_individuo;Latitud_Grados_decimales;Longitud_Grados_decimales;Especie;Sexo;Sitio;Sustrato;Posición_arte;AÑO;Fecha_del_lance;Profundidad_max_(m);LT_(cm);LD_(cm);AD_(rayas)_/_Lprecaudal__o_LS_(tiburones)_cm;Long_Int_clasper_(cm);Calcif._Clasper_(NC-PC-CA);Semen_(Si-No);Peso_total_(g);Phig_(g);Pgon_(g);Pev_(g);Estadío
210814-Mmun_05;24.42553;-110.30622;Mobula munkiana;Macho;La Barra;Arena;Fondo;2014;20-ago-14;27;70;35.6;57;3.1;NC;No;1900;87;12;1300;Juvenil
210814-Mmun_06;24.42553;-110.30622;Mobula munkiana;Macho;La Barra;Arena;Fondo;2014;20-ago-14;27;70;35.5;59;3.3;NC;No;1700;79;22;1700;Juvenil
210814-Nent_05;24.42553;-110.30622;Narcine entemedor;Macho;La Barra;Arena;Fondo;2014;20-ago-14;27;54.5;23.5;24;9.3;PC;Si;;47;17;;Adulto
210814-Mmun_07;24.42553;-110.30622;Mobula munkiana;Macho;La Barra;Arena;Fondo;2014;20-ago-14;27;67.5;36.5;55.3;3.7;NC;No;1500;83;13;1500;Juvenil
210814-Mmun_08;24.42553;-110.30622;Mobula munkiana;Hembra;La Barra;Arena;Fondo;2014;20-ago-14;27;79.5;37.6;59;;;;2100;68;18;1800;Juvenil
210814-Mmun_09;24.42553;-110.30622;Mobula munkiana;Hembra;La Barra;Arena;Fondo;2014;20-ago-14;27;56.3;33;52;;;;1500;74;3;1500;Juvenil
210814-Mmun_10;24.42553;-110.30622;Mobula munkiana;Hembra;La Barra;Arena;Fondo;2014;20-ago-14;27;77;39.1;62.5;;;;2200;100;24;2000;Juvenil
210814-Mmun_11;24.42553;-110.30622;Mobula munkiana;Hembra;La Barra;Arena;Fondo;2014;20-ago-14;27;65;35;56;;;;2200;113;22;1700;Juvenil
260814-Rste_01;24.20887;-110.50418;Rhinoptera stendachneri;Hembra;El Quelele;Arena;Fondo;2014;25-ago-14;NA;71.5;36.5;59;;;;3300;240.88;32.92;2800;Juvenil
260814-Rste_02;24.20887;-110.50418;Rhinoptera stendachneri;Hembra;El Quelele;Arena;Fondo;2014;25-ago-14;NA;61.7;35;59.5;;;;2800;160.98;22.08;2400;Juvenil
260814-Nvel_01;24.20887;-110.50418;Nasolamia velox;Macho;El Quelele;Arena;Fondo;2014;25-ago-14;NA;68.3;;;2.2;NC;No;1500;64.2;;;No definido
260814-Nvel_02;24.20887;-110.50418;Nasolamia velox;Macho;El Quelele;Arena;Fondo;2014;25-ago-14;NA;38;;;;;;;;;;No definido
260814-Nvel_03;24.20887;-110.50418;Nasolamia velox;Hembra;El Quelele;Arena;Fondo;2014;25-ago-14;NA;41;;;;;;;;;;No definido
260814-Nvel_03;24.20887;-110.50418;Nasolamia velox;Hembra;El Quelele;Arena;Fondo;2014;25-ago-14;NA;47.5;;;;;;;;;;No definido
221014-Mmun_01;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;64.7;32.5;52.8;3;NC;No;1500;59;23;1100;Juvenil
221014-Mmun_02;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40.2;62;;;;2600;136;18;2400;Juvenil
221014-Rste_03;24.44986;-110.30028;Rhinoptera stendachneri;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;56.2;36;60;5;PC;No;2900;183;34;2500;Juvenil
221014-Mmun_04;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.5;64;;;;2700;;;;Juvenil
221014-Mmun_05;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;78.5;41;67.5;3.7;PC;No;3000;;;;Juvenil
221014-Mmun_06;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;54.5;36;55.5;3.5;PC;No;2100;126;23;1900;Juvenil
221014-Mmun_07;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.9;50.9;;;;1500;59;30;1200;Juvenil
221014-Mmun_08;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;80.2;37;57;;;;1800;83;24;;Juvenil
221014-Mmun_09;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;34;55.5;3;NC;No;1700;67;;1500;Juvenil
221014-Mmun_10;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40.5;63;;;;2800;125;28;2600;Juvenil
221014-Mmun_11;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40;64;4;PC;No;2700;139;19;2600;Juvenil
221014-Mmun_12;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;63.2;39.5;62.8;;;;3000;119;;2600;Juvenil
221014-Mmun_13;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.5;55.5;;;;1700;79;6;1600;Juvenil
221014-Mmun_14;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.5;52.7;2.6;NC;No;1600;67;13;1400;Juvenil
221014-Nent_01;24.44986;-110.30028;Narcine entemedor;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;82;35;41;;;;5286;186;;5100;Preñada
221014-Nent_02;24.44986;-110.30028;Narcine entemedor;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;70;29;33;;;;3200;76;147;2900;Adulto
221014-Nent_03;24.44814;-110.30042;Narcine entemedor;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;69.5;32;35;;;;3600;101;179;3200;Preñada
221014-Rste_02;24.44814;-110.30042;Rhinoptera stendachneri;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;41;66;;;;4500;278;36;4000;Juvenil
221014-Rste_03;24.44814;-110.30042;Rhinoptera stendachneri;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.5;61;6.5;PC;No;3500;176;41;2900;Juvenil
221014-Mmun_15;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.2;55.5;2.9;NC;No;1700;94;9;1600;Juvenil
221014-Mmun_16;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;67.3;40;63;;;;2700;113;;2400;Juvenil
221014-Mmun_17;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;61.5;40.5;65.5;;;;2800;126;;2600;Juvenil
221014-Mmun_18;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;69;36.5;58;;;;1900;75;;1600;Juvenil
221014-Mmun_19;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.5;52;2.5;NC;No;1300;69;18;1200;Juvenil
221014-Mmun_20;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.4;58.4;3;NC;No;2100;96;;2000;Juvenil
221014-Mmun_21;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;70;36.9;58;1.1;NC;No;1900;76;;1700;Juvenil
221014-Mmun_22;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;54.9;34.2;54.5;;;;1800;97;;1500;Juvenil
221014-Mmun_23;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;38;58;;;;1900;120;;1600;Juvenil
221014-Mmun_24;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.5;63;;;;2700;;;;Juvenil
221014-Mmun_25;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;74;35.5;58;3;NC;No;2000;;;;Juvenil
221014-Mmun_26;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.8;56;;;;1700;;;;Juvenil
221014-Mmun_27;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;72;37;57.2;3;NC;No;1900;;;;Juvenil
221014-Mmun_28;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;67;35.8;56.7;;;;2000;;;;Juvenil
221014-Mmun_29;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36;58;3.2;NC;No;2000;;;;Juvenil
221014-Mmun_30;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;60;35;54.8;4.4;NC;No;1800;;;;Juvenil
221014-Mmun_31;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;53;32.6;50.7;2.5;NC;No;1400;;;;Juvenil
221014-Mmun_32;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;34.8;54;3;NC;No;1800;;;;Juvenil
221014-Mmun_33;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;66.6;36;54.8;4;NC;No;1800;;;;Juvenil
221014-Mmun_34;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;67;37.9;59.9;3.3;NC;No;2500;;;;Juvenil
221014-Mmun_35;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;68.8;38.8;59.6;3.6;NC;No;2600;;;;Juvenil
221014-Mmun_36;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;71;33;50.4;2.5;NC;No;1600;;;;Juvenil
221014-Mmun_37;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;64.8;38.8;60.3;;;;2500;;;;Juvenil
221014-Mmun_38;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;67.9;34.5;53.8;;;;1900;;;;Juvenil
221014-Mmun_39;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;34.6;54.3;2.6;NC;No;1700;;;;Juvenil
221014-Mmun_40;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33;51;;;;1500;;;;Juvenil
221014-Mmun_41;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39;59.5;;;;2500;;;;Juvenil
221014-Mmun_42;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36;54.6;3;NC;No;1900;;;;Juvenil
221014-Mmun_43;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;59.3;34.5;54.1;3.2;NC;No;1700;;;;Juvenil
221014-Mmun_44;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;75.5;36.8;58;;;;2400;;;;Juvenil
221014-Mmun_45;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.5;54;;;;1900;;;;Juvenil
221014-Mmun_46;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;61.6;35.1;56;;;;1800;;;;Juvenil
221014-Mmun_47;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;63;36.5;56;;;;2700;;;;Juvenil
221014-Mmun_48;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.6;58.5;;;;2200;;;;Juvenil
221014-Mmun_49;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.4;59.3;3.5;NC;No;2200;;;;Juvenil
221014-Mmun_50;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.9;55.2;;;;1800;;;;Juvenil
221014-Mmun_51;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.2;50.2;;;;1600;;;;Juvenil
221014-Mmun_52;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.4;59.4;3.2;NC;No;2400;;;;Juvenil
221014-Mmun_53;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.5;58.9;3.3;NC;No;2400;;;;Juvenil
221014-Mmun_54;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.4;54.9;;;;1800;;;;Juvenil
221014-Mmun_55;24.44986;-110.30028;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;60.8;38;60;;;;2400;;;;Juvenil
221014-Mmun_56;24.44986;-110.30028;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.9;53.8;;;;2100;;;;Juvenil
221014-Mmun_57;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37;58.6;3;NC;No;2400;;;;Juvenil
221014-Mmun_58;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40.8;64.2;4;NC;No;2900;;;;Juvenil
221014-Mmun_59;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.4;59.1;3.2;NC;No;2300;;;;Juvenil
221014-Mmun_60;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.2;58.9;2.8;NC;No;2300;;;;Juvenil
221014-Mmun_61;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.8;53.3;2.6;NC;No;1500;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;75.6;36.3;55.7;;;;1800;;;;Juvenil
221014-Mmun_62;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;60.5;35;54.7;2.9;NC;No;1900;;;;Juvenil
221014-Mmun_63;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;34.2;52.7;3.5;NC;No;1600;;;;Juvenil
221014-Mmun_64;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;68.1;34;54.1;3.1;NC;No;1800;;;;Juvenil
221014-Mmun_65;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.8;52.4;3.6;NC;No;1500;;;;Juvenil
221014-Mmun_66;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.4;54.4;3.5;NC;No;1800;;;;Juvenil
221014-Mmun_67;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;41;65.2;4.6;;;3000;;;;Juvenil
221014-Mmun_68;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;69.4;36.8;57.7;;;;2200;;;;Juvenil
221014-Mmun_69;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;38.3;57.7;;;;2200;;;;Juvenil
221014-Mmun_70;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.2;55.4;2.6;NC;No;2200;;;;Juvenil
221014-Mmun_71;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;68.2;36.2;58.7;;;;2200;;;;Juvenil
221014-Mmun_72;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.2;56.9;;;;2200;;;;Juvenil
221014-Mmun_73;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;62.3;37.1;58.3;;;;2200;;;;Juvenil
221014-Mmun_74;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;61.5;34.3;54.8;;;;1700;;;;Juvenil
221014-Mmun_75;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.4;55.5;3;NC;No;1700;;;;Juvenil
221014-Mmun_76;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.6;56.5;3.2;NC;No;1700;;;;Juvenil
221014-Mmun_77;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;53.5;32.6;51.9;;;;1600;;;;Juvenil
221014-Mmun_78;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;55.5;31.7;50.8;;;;1400;;;;Juvenil
221014-Mmun_79;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;76.8;35;55;;;;1200;;;;Juvenil
221014-Mmun_80;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;34.7;54.2;;;;1200;;;;Juvenil
221014-Mmun_81;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.8;51.3;;;;1200;;;;Juvenil
221014-Mmun_82;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.6;51.7;;;;1200;;;;Juvenil
221014-Mmun_83;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37;60;;;;2200;;;;Juvenil
221014-Mmun_84;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.7;61.1;;;;2500;;;;Juvenil
221014-Mmun_85;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35;55.4;3;NC;No;1900;;;;Juvenil
221014-Mmun_86;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.7;56.3;;;;1900;;;;Juvenil
221014-Mmun_87;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.2;56.8;;;;1900;;;;Juvenil
221014-Mmun_88;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.4;60.5;3.5;NC;No;2600;;;;Juvenil
221014-Mmun_89;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.2;54.5;;;;1600;;;;Juvenil
221014-Mmun_90;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.5;52;2.3;NC;No;1300;;;;Juvenil
221014-Mmun_91;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;38.8;60.5;3.6;NC;No;2100;;;;Juvenil
221014-Mmun_93;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.4;54.3;3.2;NC;No;1800;;;;Juvenil
221014-Mmun_94;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;71;32.5;50.2;;;;1300;;;;Juvenil
221014-Mmun_95;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40;63.2;3.8;NC;No;2700;;;;Juvenil
221014-Mmun_96;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37;57.8;3;NC;No;2100;;;;Juvenil
221014-Mmun_97;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.3;55.6;2.4;NC;No;1600;;;;Juvenil
221014-Mmun_98;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;62.8;32.6;48.2;;;;1400;;;;Juvenil
221014-Mmun_99;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;73.9;35.8;56.7;;;;2000;;;;Juvenil
221014-Mmun_100;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;69.2;38.8;56.2;;;;2100;;;;Juvenil
221014-Mmun_101;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.7;49.5;;;;1200;;;;Juvenil
221014-Mmun_102;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.9;54.2;2.6;NC;No;1600;;;;Juvenil
221014-Mmun_103;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.2;60;2.6;NC;No;2200;;;;Juvenil
221014-Mmun_104;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;40;61.5;;;;2600;;;;Juvenil
221014-Mmun_105;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;38;59.4;;;;2100;;;;Juvenil
221014-Mmun_106;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.2;55.6;2.5;NC;No;2100;;;;Juvenil
221014-Mmun_107;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.2;51.8;;;;1500;;;;Juvenil
221014-Mmun_108;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.2;60.3;3;NC;No;2100;;;;Juvenil
221014-Mmun_109;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.3;56.3;;;;2100;;;;Juvenil
221014-Mmun_110;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;59.3;32.2;49.3;2.7;NC;No;1400;;;;Juvenil
221014-Mmun_111;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.8;58;3.5;NC;No;2100;;;;Juvenil
221014-Mmun_112;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.5;60.7;3;NC;No;2100;;;;Juvenil
221014-Mmun_113;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36;57.3;3;NC;No;1900;;;;Juvenil
221014-Mmun_114;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.2;57.3;2.7;NC;No;2100;;;;Juvenil
221014-Mmun_115;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36.3;58.1;2.8;NC;No;2100;;;;Juvenil
221014-Mmun_116;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.6;55.8;2.8;NC;No;1600;;;;Juvenil
221014-Mmun_117;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;38.5;51;;;;2400;;;;Juvenil
221014-Mmun_118;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.7;55.6;2.4;NC;No;1800;;;;Juvenil
221014-Mmun_119;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;36;52.5;;;;1600;;;;Juvenil
221014-Mmun_120;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;35.1;55.4;;;;2100;;;;Juvenil
221014-Mmun_121;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.1;52.5;2.2;NC;No;1400;;;;Juvenil
221014-Mmun_122;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.1;63.2;2.3;NC;No;1900;;;;Juvenil
221014-Mmun_123;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.6;63.7;3.4;NC;No;2600;;;;Juvenil
221014-Mmun_124;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.2;57.1;;;;2300;;;;Juvenil
221014-Mmun_125;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;59;;;;1800;;;;Juvenil
221014-Mmun_126;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;32.6;51.2;;;;1800;;;;Juvenil
221014-Mmun_127;24.44814;-110.30042;Mobula munkiana;Hembra;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;37.5;56.6;;;;2200;;;;Juvenil
221014-Mmun_128;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;33.3;51.4;2.8;NC;No;1500;;;;Juvenil
221014-Mmun_129;24.44814;-110.30042;Mobula munkiana;Macho;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;39.2;61;3.4;NC;No;2200;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;;;;;;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;;;;;;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;;;;;;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;;;;;;;;;Juvenil
Sin código-Comida por tecamones;24.44814;-110.30042;Mobula munkiana;Indeterminado;La Bonanza;Arena;Fondo;2014;21-oct-14;8;;;;;;;;;;;Juvenil
Sin código-viva-liberada;24.42672;-110.30142;Mobula munkiana;Macho;La Bonanza Sur;Arena;Fondo;2014;22-oct-14;18;;36.6;57;3;NC;No;;;;;Juvenil
